address,cost,cuisine,lat,link,lng,phone,rating_number,rating_text,subzone,title,type,votes,groupon,color,cost_2,cuisine_color
" 124 Princes Highway, Kogarah, Sydney",55.0,['Australian'],-33.9657419,https://www.zomato.com/sydney/the-grange-buffet-kogarah,151.1368496,02 9587 1022,2.6,Average,St George Leagues Club,The Grange Buffet,['Casual Dining'],4.0,False,#fdce9e,5.630081301,#4186f4
" 70 Alfred Street, Milsons Point, Sydney",30.0,['Cafe'],-33.8465469,https://www.zomato.com/sydney/the-lounge-bar-milsons-point,151.2110551,02 9922 7844,2.5,Average,Milsons Point,The Lounge Bar,['Café'],24.0,False,#fdd5ab,3.699186992,#6f706b
" 57 Cronulla Street, Cronulla, Sydney",50.0,"['Thai', 'Vietnamese']",-34.0536317,https://www.zomato.com/sydney/thy-thai-vietnamese-restaurant-cronulla,151.1520765,02 9527 1289,3.4,Average,Cronulla,THY Thai & Vietnamese Restaurant,['Casual Dining'],35.0,False,#fb8836,5.243902439,#6f706b
" 3/749 Smithfield Road Edensor Park, Bonnyrigg, Sydney",40.0,['Grill'],-33.8881197,https://www.zomato.com/sydney/skinnys-bonnyrigg,150.8823418,02 9753 4529,2.9,Average,Bonnyrigg,Skinnys,['Bar'],6.0,False,#fdb475,4.471544715,#6f706b
" Stamford Hotels and Resorts, Corner Robey and O'Riordan Street, 	Mascot",90.0,"['Bar Food', 'Cafe']",-33.9311773,https://www.zomato.com/sydney/av8-bar-cafe-stamford-hotels-and-resorts-mascot,151.1854686,(02) 9317 1671,2.5,Average,"Stamford Plaza Sydney Airport, Mascot",AV8 Bar & Cafe - Stamford Hotels and Resorts,"['Bar', 'Café']",21.0,False,#fdd5ab,8.333333333,#6f706b
" Lower Ground, Central Park, 28 Broadway, Chippendale, Sydney",30.0,"['Japanese', 'Sushi']",-33.8845763,https://www.zomato.com/sydney/sushizilla-express-chippendale,151.2006144,0416 795 888,3.0,Average,"Central Park, Chippendale",Sushizilla Express,['Food Court'],9.0,False,#fdab66,3.699186992,#6f706b
" 541 High Street, Penrith, Penrith, Sydney",40.0,"['Cafe', 'Modern Australian']",-33.7525841,https://www.zomato.com/sydney/skiptons-cafe-penrith,150.6942594,(02) 4722 8668,3.3,Average,Penrith,Skipton's Cafe,['Café'],32.0,False,#fd9243,4.471544715,#4186f4
" 28 Amy Street, Regents Park, Berala, Sydney",20.0,['Fast Food'],-33.8840832,https://www.zomato.com/sydney/regents-park-coffee-lounge-berala,151.0257154,02 9644 9048,2.9,Average,Berala,Regents Park Coffee Lounge,['Fast Food'],6.0,False,#fdb475,2.926829268,#6f706b
" 209 Beamish Street, Campsie, Sydney",25.0,"['Asian', 'Fusion']",-33.9109049,https://www.zomato.com/sydney/mo-burger-53-campsie,151.1040776,Not available for this place,2.9,Average,Campsie,Mo Burger 53,['Casual Dining'],9.0,False,#fdb475,3.31300813,#6f706b
" 319 Forest Road, Bexley, Sydney",35.0,"['Cafe', 'Greek', 'Egyptian']",-33.9451359,https://www.zomato.com/sydney/mamas-café-patisserie-bexley,151.1279022,0415 464 772,3.2,Average,Bexley,Mama's Café Patisserie,['Café'],16.0,False,#fd9a4e,4.085365854,#6f706b
" Chelsea Lane, 3/48 Old Barrenjoey Road, Avalon , Sydney",30.0,['Cafe'],-33.637674,https://www.zomato.com/sydney/the-sneaky-grind-avalon,151.329008,0450 006 206,3.1,Average,Avalon,The Sneaky Grind,['Café'],12.0,False,#fda25a,3.699186992,#6f706b
" 6 Roslyn Street, Potts Point, Sydney",30.0,['Cafe'],-33.8738897,https://www.zomato.com/sydney/piccolo-bar-cafe-potts-point,151.2250013,02 9368 1356,3.1,Average,Potts Point,Piccolo Bar Cafe,['Café'],13.0,False,#fda25a,3.699186992,#6f706b
" 8b John Street, Cabramatta, Sydney",50.0,['Vietnamese'],-33.8954565,https://www.zomato.com/sydney/loving-lien-cabramatta,150.937611,02 8730 8839,3.0,Average,Cabramatta,Loving Lien,['Casual Dining'],8.0,False,#fdab66,5.243902439,#6f706b
" 9 Swanson Street, Erskineville, Sydney",40.0,"['Seafood', 'Fish and Chips']",-33.8998879,https://www.zomato.com/sydney/erskineville-fish-chips-erskineville,151.1852564,02 9516 2196,2.9,Average,Erskineville,Erskineville Fish & Chips,['Fast Food'],35.0,False,#fdb475,4.471544715,#6f706b
" 488 Princes Highway, Rockdale, Sydney",40.0,"['Middle Eastern', 'Turkish']",-33.951916,https://www.zomato.com/sydney/king-of-kebabs-rockdale,151.1383718,02 9597 4027,3.0,Average,Rockdale,King of Kebabs,['Fast Food'],13.0,False,#fdab66,4.471544715,#dee82c
" 147 Ramsay Street, Haberfield, Sydney",40.0,['Thai'],-33.8800939,https://www.zomato.com/sydney/os-kitchen-haberfield,151.1389764,02 9799 4141,2.9,Average,Haberfield,O's Kitchen,['Casual Dining'],9.0,False,#fdb475,4.471544715,#6f706b
" 693 Old South Head Road, Vaucluse, Sydney",40.0,"['Italian', 'Pizza']",-33.8632161,https://www.zomato.com/sydney/millennium-pizza-vaucluse,151.2787077,02 9388 8033,3.3,Average,Vaucluse,Millennium Pizza,['Casual Dining'],43.0,False,#fd9243,4.471544715,#6f706b
" Kiosk 2, Cronulla Mall, Cronulla, Sydney",40.0,['Cafe'],-34.0517043,https://www.zomato.com/sydney/5th-season-cafe-cronulla,151.153437,0422 451 379,3.2,Average,Cronulla,5th Season Cafe,['Café'],16.0,False,#fd9a4e,4.471544715,#6f706b
" 69 Gladesville Road, Hunters Hill, Sydney",50.0,['Seafood'],-33.8340887,https://www.zomato.com/sydney/basils-gourmet-seafood-hunters-hill,151.1445142,02 9817 6922,3.3,Average,Hunters Hill,Basil's Gourmet Seafood,['Fast Food'],29.0,False,#fd9243,5.243902439,#6f706b
" 209 Marion Street, Leichhardt, Sydney",40.0,['Malaysian'],-33.8839663,https://www.zomato.com/sydney/malaysian-noodle-leichhardt,151.1477544,02 9568 4300,3.0,Average,Leichhardt,Malaysian Noodle,['Casual Dining'],13.0,False,#fdab66,4.471544715,#6f706b
" 57-59 York Street, 	CBD",25.0,['Healthy Food'],-33.8673285,https://www.zomato.com/sydney/salad-works-cbd,151.2056388,(02) 9279 0003,2.7,Average,CBD,Salad Works,['Fast Food'],11.0,False,#fdc590,3.31300813,#6f706b
" 341 Beamish Street, Campsie, Sydney",40.0,"['Korean', 'Chinese', 'BBQ']",-33.914602,https://www.zomato.com/sydney/bak-doo-san-charcoal-bbq-campsie,151.1042789,02 9787 5339,2.7,Average,Campsie,Bak Doo San Charcoal BBQ,['Casual Dining'],7.0,False,#fdc590,4.471544715,#f45042
" T3 Sydney Domestic Airport, Airport Drive, Sydney Airport, Sydney",30.0,['Fast Food'],-33.9321201,https://www.zomato.com/sydney/red-rooster-sydney-airport,151.1791456,(02) 9693 2710,2.5,Average,T3 Sydney Domestic Airport,Red Rooster,"['Fast Food', 'Food Court']",7.0,False,#fdd5ab,3.699186992,#6f706b
" Shop 9 Melville Rd., St Clair",40.0,['Pizza'],-33.7926802,https://www.zomato.com/sydney/sams-italian-seafood-restaurant-st-marys,150.7805061,(02) 9834 6003,3.5,Good,St Marys,Sam's Italian Seafood Restaurant,['Casual Dining'],42.0,False,#f87f2c,4.471544715,#6f706b
" 2 Princes Highway, Sylvania, Sydney",80.0,"['Asian', 'Thai']",-34.0066414,https://www.zomato.com/sydney/360-degrees-thai-eatery-sylvania,151.112555,02 9522 6282,3.1,Average,Sylvania,360 Degrees Thai Eatery,['Casual Dining'],13.0,False,#fda25a,7.56097561,#6f706b
" 105 New Canterbury Road, Petersham, Sydney",25.0,"['Burger', 'Pizza', 'Turkish']",-33.8966874,https://www.zomato.com/sydney/petersham-kebab-petersham,151.1515139,02 9564 2080,3.1,Average,Petersham,Petersham Kebab,['Casual Dining'],22.0,False,#fda25a,3.31300813,#6f706b
" GPO Building, 741 Pacific Highway, Gordon, Sydney",55.0,"['Modern Australian', 'Cafe']",-33.7557249,https://www.zomato.com/sydney/lemon-sin-gordon,151.153351,02 9499 8698,2.7,Average,Gordon,Lemon & Sin,['Bar'],4.0,False,#fdc590,5.630081301,#4186f4
" 309 Darling Street, Balmain, Sydney",25.0,"['Turkish', 'Pizza']",-33.8570117,https://www.zomato.com/sydney/darling-kebabs-balmain,151.1800659,(02) 9810 2575,3.0,Average,Balmain,Darling Kebabs,['Fast Food'],14.0,False,#fdab66,3.31300813,#6f706b
" 40 Gymea Bay Road, Gymea, Sydney",45.0,"['Asian', 'Chinese']",-34.0342861,https://www.zomato.com/sydney/gymea-chinese-restaurant-gymea,151.0852101,(02) 9524 1900,3.2,Average,Gymea,Gymea Chinese Restaurant,['Casual Dining'],20.0,False,#fd9a4e,4.857723577,#f45042
" Level 1, Westfield Liverpool, Macquarie Street, Liverpool, Sydney",20.0,"['Cafe', 'Italian']",-33.9190042,https://www.zomato.com/sydney/pasticceria-cavallaro-liverpool,150.924152,02 9601 0822,3.0,Average,"Westfield Liverpool, Liverpool",Pasticceria Cavallaro,['Café'],9.0,False,#fdab66,2.926829268,#6f706b
" 101 Pittwater Road, Hunters Hill, Sydney",35.0,"['Healthy Food', 'Grill', 'Charcoal Chicken']",-33.8221945,https://www.zomato.com/sydney/boronia-park-gourmet-charcoal-chicken-salad-hunters-hill,151.1344485,02 9817 3998,3.6,Good,Hunters Hill,Boronia Park Gourmet Charcoal Chicken & Salad,['Casual Dining'],53.0,False,#f57622,4.085365854,#6f706b
" Ground, Stockland Merrylands Shopping Centre, Mcfarlane Street, Merrylands, Sydney",30.0,['Asian'],-33.8346522,https://www.zomato.com/sydney/mrs-wongs-chinese-kitchen-merrylands,150.9892875,02 9637 0487,3.1,Average,"Stockland Merrylands Shopping Centre, Holroyd",Mrs Wong's Chinese Kitchen,['Casual Dining'],15.0,False,#fda25a,3.699186992,#6f706b
" 12 Marion Street, Bankstown, Sydney",30.0,"['Middle Eastern', 'Kebab', 'Pizza']",-33.9174455,https://www.zomato.com/sydney/sydney-star-kebab-bankstown,151.0326785,02 9708 5315,2.8,Average,Bankstown,Sydney Star Kebab,['Fast Food'],4.0,False,#fdbd83,3.699186992,#dee82c
" 374 Pacific Highway, Lindfield, Sydney",25.0,"['Italian', 'Pizza']",-33.7743207,https://www.zomato.com/sydney/topping-plus-pizza-lindfield,151.1676116,(02) 9416 2276,2.9,Average,Lindfield,Topping Plus Pizza,['Fast Food'],26.0,False,#fdb475,3.31300813,#6f706b
" 367 Sydney Road, Balgowlah, Sydney",50.0,"['Thai', 'Asian']",-33.7946534,https://www.zomato.com/sydney/khao-thai-restaurant-balgowlah,151.2646442,02 9907 9567,3.2,Average,Balgowlah,Khao Thai Restaurant,['Casual Dining'],28.0,False,#fd9a4e,5.243902439,#6f706b
" 500 King Georges Road, Beverly Hills, Sydney",45.0,['Thai'],-33.9499014,https://www.zomato.com/sydney/yos-kitchen-thai-beverly-hills,151.0816291,02 9585 8017,2.9,Average,Beverly Hills,Yo's Kitchen Thai,['Casual Dining'],6.0,False,#fdb475,4.857723577,#6f706b
" 25 Windsor Road, Kellyville, Sydney",65.0,['Thai'],-33.7125368,https://www.zomato.com/sydney/barlame-thai-kellyville,150.9587247,02 9629 8288,2.7,Average,Kellyville,Barlame Thai,['Casual Dining'],6.0,False,#fdc590,6.402439024,#6f706b
" 289 Pennant Hills Road, Carlingford, Epping, Sydney",50.0,['Thai'],-33.7796041,https://www.zomato.com/sydney/thai-tonight-carlingford,151.0521992,02 9871 5675,3.2,Average,Carlingford,@ Thai Tonight,['Casual Dining'],31.0,False,#fd9a4e,5.243902439,#6f706b
" 700 Darling Street, Rozelle, Sydney",40.0,['Indian'],-33.86449,https://www.zomato.com/sydney/palace-of-north-india-rozelle,151.1694814,02 9810 9382,3.2,Average,Rozelle,Palace of North India,['Casual Dining'],24.0,False,#fd9a4e,4.471544715,#6f706b
" 205 Ernest Street, Cammeray, Sydney",30.0,['Cafe'],-33.827123,https://www.zomato.com/sydney/makers-loft-cammeray,151.2107219,04 2462 5377,3.0,Average,Cammeray,Maker's Loft,['Café'],8.0,False,#fdab66,3.699186992,#6f706b
" 718 Darling Street, Rozelle, Sydney",38.0,['Thai'],-33.8648612,https://www.zomato.com/sydney/grumpys-thai-wok-rozelle,151.1690101,02 9810 1448,3.1,Average,Rozelle,Grumpy's Thai Wok,['Casual Dining'],20.0,False,#fda25a,4.317073171,#6f706b
" 115 Constitution Road, Dulwich Hill, Sydney",65.0,"['Greek', 'Modern Australian']",-33.9028215,https://www.zomato.com/sydney/the-denison-dulwich-hill,151.1387124,02 9560 0671,3.2,Average,Dulwich Hill,The Denison,['Casual Dining'],36.0,False,#fd9a4e,6.402439024,#4186f4
" Shop 2, 3 Gadigal Avenue, Waterloo, Sydney",50.0,['Chinese'],-33.9003713,https://www.zomato.com/sydney/northeastern-family-chinese-restaurant-waterloo,151.2126419,02 9310 4788,2.5,Average,Waterloo,Northeastern Family Chinese Restaurant,['Casual Dining'],11.0,False,#fdd5ab,5.243902439,#f45042
" 5 King Street, Rockdale, Sydney",35.0,"['Cafe', 'Greek']",-33.9525967,https://www.zomato.com/sydney/coffee-drop-cafe-espresso-bar-rockdale,151.1384341,(02) 9599 2028,2.9,Average,Rockdale,Coffee Drop Cafe Espresso Bar,['Café'],10.0,False,#fdb475,4.085365854,#6f706b
" 544 Princes Highway, Rockdale, Sydney",45.0,['Nepalese'],-33.9536959,https://www.zomato.com/sydney/last-bus-to-kathmandu-rockdale,151.1379195,02 8034 2559,2.9,Average,Rockdale,Last Bus to Kathmandu,['Casual Dining'],13.0,False,#fdb475,4.857723577,#6f706b
" 2B Brett Street, Revesby, Sydney",45.0,['Vietnamese'],-33.9533366,https://www.zomato.com/sydney/aunty-eights-vietnamese-revesby-workers-revesby,151.0139501,02 9772 2100,2.4,Poor,revesby workers',Aunty Eight's Vietnamese -  Revesby Workers',['Casual Dining'],8.0,False,#fddab6,4.857723577,#6f706b
" Shop 7, 132 Macquarie Street, Liverpool, Sydney",50.0,"['Sushi', 'Japanese']",-33.9205663,https://www.zomato.com/sydney/mizuki-sushi-liverpool,150.9244164,02 9734 4883,2.6,Average,Liverpool,Mizuki Sushi,['Casual Dining'],7.0,False,#fdce9e,5.243902439,#6f706b
" 6/61-71 Mentmore Avenue, Rosebery, Sydney",105.0,['French'],-33.9167651,https://www.zomato.com/sydney/frenchies-bistro-brewery-rosebery,151.2028647,02 8964 3171,2.9,Average,The Cannery Rosebery,Frenchies Bistro & Brewery,"['Casual Dining', 'Bar']",6.0,False,#fdb475,9.491869919,#6f706b
" Shop 6, 8 Waters Road, Neutral Bay, Sydney",35.0,"['Japanese', 'Sushi']",-33.8308224,https://www.zomato.com/sydney/kabocha-neutral-bay,151.2232903,(02) 9953 0379,2.8,Average,Neutral Bay,Kabocha,['Fast Food'],10.0,False,#fdbd83,4.085365854,#6f706b
" 17 Babbage Road, Roseville, Sydney",56.0,['Thai'],-33.7785858,https://www.zomato.com/sydney/thaiangle-house-roseville,151.1953761,(02) 9417 8899,3.4,Average,Roseville,Thaiangle House,['Casual Dining'],40.0,False,#fb8836,5.707317073,#6f706b
" Shop P3, 501 Victoria Avenue, Chatswood, Sydney",40.0,['Korean BBQ'],-33.7975198,https://www.zomato.com/sydney/yega-chatswood,151.1788657,(02) 9413 3039,2.9,Average,Chatswood,Yega,['Casual Dining'],5.0,False,#fdb475,4.471544715,#6f706b
" Corner Of Regent Street And Railway Parade, Kogarah, Sydney",20.0,['Cafe'],-33.9627198,https://www.zomato.com/sydney/regency-cafe-kogarah,151.1331637,Not available for this place,3.0,Average,Kogarah,Regency Cafe,['Café'],5.0,False,#fdab66,2.926829268,#6f706b
" 14, 10 Sunnyholt Road, Blacktown, Sydney",30.0,['Kebab'],-33.7687617,https://www.zomato.com/sydney/kebab-express-blacktown,150.9119997,02 9671 5321,2.9,Average,Blacktown,Kebab Express,['Casual Dining'],10.0,False,#fdb475,3.699186992,#6f706b
" 428 Pitt Street, Chinatown, Sydney",65.0,"['Thai', 'Pub Food']",-33.8792774,https://www.zomato.com/sydney/sabb-verr-chamberlain-hotel-chinatown,151.2074634,(02) 9288 0888,3.2,Average,Chinatown,Sabb Verr - Chamberlain Hotel,['Pub'],21.0,False,#fd9a4e,6.402439024,#6f706b
" Shop AR19, Kograh Town Square, 1-9 Railway Parade, Kogarah, Sydney",40.0,['Thai'],-33.9653835,https://www.zomato.com/sydney/so-thai-kogarah,151.1328316,02 9588 6884,3.0,Average,Kogarah,So Thai,['Casual Dining'],7.0,False,#fdab66,4.471544715,#6f706b
" Workers Hubertus Country Club, 205 Adam Road, Luddenham, Sydney, Penrith, Sydney",60.0,['Modern Australian'],-33.8747193,https://www.zomato.com/sydney/hub-cafe-workers-hubertus-country-club-penrith,150.7150313,"(02) 4773 4444, (02) 4773 4100",3.1,Average,Penrith,Hub Cafe - Workers Hubertus Country Club,['Casual Dining'],21.0,False,#fda25a,6.016260163,#4186f4
 4 Penshurst Street,35.0,"['Healthy Food', 'Fast Food', 'Charcoal Chicken']",-33.8052668,https://www.zomato.com/sydney/portico-chicken-penshurst,151.1975105,02 9570 8857,3.2,Average,Penshurst,Portico Chicken,['Fast Food'],11.0,False,#fd9a4e,4.085365854,#6f706b
" Food Court, Level 1, Westfield Burwood, 100 Burwood Road, Burwood, Sydney",30.0,['Sushi'],-33.8746207,https://www.zomato.com/sydney/domo-sushi-burwood,151.1057492,02 9715 2450,2.7,Average,Burwood,Domo Sushi,['Food Court'],8.0,False,#fdc590,3.699186992,#6f706b
" Corner Veno Street & Princes Highway, Heathcote, Sydney",65.0,['Modern Australian'],-34.08639,https://www.zomato.com/sydney/heathcote-hotel-heathcote,151.0092817,02 9520 0481,3.0,Average,Heathcote,Heathcote Hotel,['Pub'],9.0,False,#fdab66,6.402439024,#4186f4
" Clarke Road, Cockatoo Island, Drummoyne, Sydney",40.0,['Cafe'],-33.8461154,https://www.zomato.com/sydney/societe-overboard-drummoyne,151.1731782,02 9555 5586,2.6,Average,Drummoyne,Societe Overboard,['Café'],10.0,False,#fdce9e,4.471544715,#6f706b
" 128 Sailors Bay Road, Northbridge, Sydney",60.0,"['Japanese', 'Sushi']",-33.8108987,https://www.zomato.com/sydney/brown-rice-sushi-northbridge,151.2111944,02 9967 3888,3.3,Average,Northbridge,Brown Rice Sushi,['Casual Dining'],25.0,False,#fd9243,6.016260163,#6f706b
" 57 Queen Street, Auburn, Sydney",70.0,"['Cafe', 'Mediterranean', 'Middle Eastern']",-33.8499192,https://www.zomato.com/sydney/manuella-auburn,151.0315633,(02) 9646 4482,2.7,Average,Auburn,Manuella,['Casual Dining'],9.0,False,#fdc590,6.788617886,#dee82c
" 11/123-125 Longueville Rd, Lane Cove NSW 2066, Lane Cove, Sydney",45.0,['Healthy Food'],-33.8145287,https://www.zomato.com/sydney/greenhouse-asian-salads-lane-cove,151.1695854,02 8540 0404,2.9,Average,Lane Cove,Greenhouse Asian Salads,['Casual Dining'],5.0,False,#fdb475,4.857723577,#6f706b
" Shop 5, 289 Lane Cove Road, Macquarie Park, Sydney",30.0,"['Pizza', 'Turkish']",-33.7836728,https://www.zomato.com/sydney/kismet-cafe-macquarie-park,151.1305288,(02) 9878 1688,2.8,Average,Macquarie Park,Kismet Cafe,['Casual Dining'],6.0,False,#fdbd83,3.699186992,#6f706b
" 50 Katoomba Street, Katoomba, Sydney",40.0,"['Asian', 'Modern Australian']",-33.7132468,https://www.zomato.com/sydney/bamboo-box-katoomba,150.3119375,02 4782 6998,3.1,Average,Katoomba,Bamboo Box,['Casual Dining'],17.0,False,#fda25a,4.471544715,#4186f4
" 377-383 Sussex Street, Chinatown, Sydney",30.0,['Chinese'],-33.8776054,https://www.zomato.com/sydney/beijing-style-chinatown,151.2046947,0433 705 655,2.8,Average,Chinatown,Beijing Style,['Casual Dining'],8.0,False,#fdbd83,3.699186992,#f45042
" Corner of Kingsway & Gerrale Street, Cronulla, Sydney",80.0,['Modern Australian'],-34.0516837,https://www.zomato.com/sydney/zinc-bar-cronulla-cronulla,151.1544939,(02) 9527 9111,3.3,Average,Cronulla,Zinc Bar Cronulla,['Casual Dining'],29.0,False,#fd9243,7.56097561,#4186f4
" 22 The Crescent, Homebush, Sydney",70.0,"['Korean', 'BBQ']",-33.8673248,https://www.zomato.com/sydney/homebush-chicken-mania-homebush,151.0859557,02 9746 7795,2.7,Average,Homebush,Homebush Chicken Mania,['Casual Dining'],7.0,False,#fdc590,6.788617886,#6f706b
" 62 Tennyson Road, Breakfast Point, Sydney",80.0,['Pub Food'],-33.8424442,https://www.zomato.com/sydney/palace-hotel-breakfast-point,151.1077911,02 9743 6351,3.0,Average,Breakfast Point,Palace Hotel,"['Pub', 'Casual Dining']",7.0,False,#fdab66,7.56097561,#6f706b
" 828 Old Northern Road, Middle, Dural, Sydney",55.0,['Cafe'],-33.6325788,https://www.zomato.com/sydney/geranium-cottage-dural,151.0222731,(02) 9652 0475,2.9,Average,Dural,Geranium Cottage,['Café'],20.0,False,#fdb475,5.630081301,#6f706b
" 218 Waldron Road, Chester Hill, Sydney",50.0,['Chinese'],-33.8824502,https://www.zomato.com/sydney/golden-star-2001-chinese-restaurant-chester-hill,150.9978669,(02) 9743 7888,3.4,Average,Chester Hill,Golden Star 2001 Chinese Restaurant,['Casual Dining'],33.0,False,#fb8836,5.243902439,#f45042
" Shop 21, Southlands Shopping Centre, Corner Maxwell and Birmingham Road, Penrith, Sydney",70.0,['Thai'],-33.7742688,https://www.zomato.com/sydney/red-spoon-thai-penrith,150.6965658,(02) 4721 3739,3.6,Good,Southlands Shopping Centre,Red Spoon Thai,['Casual Dining'],53.0,False,#f57622,6.788617886,#6f706b
" Shop 5, 115 Main Street, Blacktown, Sydney",40.0,"['African', 'Ethiopian']",-33.7710422,https://www.zomato.com/sydney/abyssina-ethiopian-restaurant-blacktown,150.9109337,0470 097 645,2.9,Average,Blacktown,Abyssina Ethiopian Restaurant,['Casual Dining'],5.0,False,#fdb475,4.471544715,#6f706b
" Shop B05/1 Avenue of Europe, Newington, Sydney",45.0,['Korean BBQ'],-33.8342295,https://www.zomato.com/sydney/bbq-newington-newington,151.0574314,02 9748 8918,2.5,Average,Newington,BBQ Newington,['Casual Dining'],6.0,False,#fdd5ab,4.857723577,#6f706b
" 235 Jones Street, Ultimo",45.0,"['Vietnamese', 'Cafe']",-33.8835884,https://www.zomato.com/sydney/cafe-10-ultimo,151.1989421,02 9514 4764,3.3,Average,Ultimo,Cafe 10,"['Casual Dining', 'Fast Food']",27.0,False,#fd9243,4.857723577,#6f706b
" 333 Burwood Road, Belmore, Sydney",90.0,['Korean BBQ'],-33.9158133,https://www.zomato.com/sydney/shigol-jip-korean-charcoal-bbq-restaurant-belmore,151.0877292,02 9758 6321,2.8,Average,Belmore,Shigol Jip Korean Charcoal BBQ Restaurant,['Casual Dining'],10.0,False,#fdbd83,8.333333333,#6f706b
" Darling Park, Tower 2, 201 Sussex Street, Darling Harbour, Sydney",60.0,"['Cafe', 'Tapas']",-33.8716978,https://www.zomato.com/sydney/urban-paddock-darling-harbour,151.203333,(02) 9264 5162,2.9,Average,"Darling Park, Darling Harbour",Urban Paddock,['Café'],7.0,False,#fdb475,6.016260163,#6f706b
" 432 Cleveland Street, Surry Hills, Sydney",50.0,"['Dumplings', 'Chinese']",-33.891278,https://www.zomato.com/sydney/beijing-dumpling-surry-hills,151.212408,02 9319 7283,3.0,Average,Surry Hills,Beijing Dumpling,['Casual Dining'],7.0,False,#fdab66,5.243902439,#f45042
" 314 Darling Street, Balmain, Sydney",30.0,"['Fish and Chips', 'Seafood']",-33.8570037,https://www.zomato.com/sydney/joes-catch-of-the-day-balmain,151.1797849,02 8964 1731,3.3,Average,Balmain,Joe's Catch of the Day,['Casual Dining'],33.0,False,#fd9243,3.699186992,#6f706b
" 11-37 Alexandria Parad, Waitara, Hornsby, Sydney",75.0,"['BBQ', 'Modern Australian']",-33.709548,https://www.zomato.com/sydney/magpies-waitara-hornsby,151.10485,(02) 9487 1066,2.9,Average,Hornsby,Magpies Waitara,"['Club', 'Pub']",20.0,False,#fdb475,7.174796748,#4186f4
" 19 Ryedale Road, West Ryde, Sydney",50.0,['Indian'],-33.8077534,https://www.zomato.com/sydney/indian-delight-restaurant-west-ryde,151.0909349,"02 9808 3322, 02 9808 2457",3.0,Average,West Ryde,Indian Delight Restaurant,['Casual Dining'],10.0,False,#fdab66,5.243902439,#6f706b
" 1 Market Street, 	CBD",35.0,"['Sandwich', 'Cafe']",37.7941414,https://www.zomato.com/sydney/no-1-espresso-bar-cbd,-122.3947602,02 9264 5585,2.9,Average,CBD,No 1 Espresso Bar,['Café'],12.0,False,#fdb475,4.085365854,#6f706b
" Shop 9, 224 Belmore Road, Riverwood, Sydney",35.0,"['Lebanese', 'Pizza']",-33.9516819,https://www.zomato.com/sydney/kings-lebanese-bakery-pizza-riverwood-southern-sydney,151.0525919,02 9533 5205,3.1,Average,Riverwood,Kings Lebanese Bakery & Pizza,['Fast Food'],12.0,False,#fda25a,4.085365854,#dee82c
" Shop 141, Level 2 Upper, Macquarie Centre, Corner Of Herring Road And Waterloo Road, Macquarie Park, Sydney",30.0,"['Japanese', 'Sushi']",-33.7767518,https://www.zomato.com/sydney/kens-bento-box-macquarie-park,151.1205153,02 9888 1491,2.6,Average,"Macquarie Centre, Macquarie Park",Ken's Bento Box,['Food Court'],10.0,False,#fdce9e,3.699186992,#6f706b
" 148 Beamish Street, Campsie, Sydney",55.0,"['Thai', 'Asian']",-33.9091134,https://www.zomato.com/sydney/tan-thai-campsie,151.1032077,02 9789 0003,3.1,Average,Campsie,Tan Thai,['Casual Dining'],22.0,False,#fda25a,5.630081301,#6f706b
" Shop 1023, Level 1, Westfield Bondi Junction, 500 Oxford Street, Bondi Junction, Sydney",30.0,"['Sushi', 'Japanese']",-33.8922006,https://www.zomato.com/sydney/sushi-connection-1-bondi-junction,151.2506925,02 8084 7500,2.7,Average,Bondi Junction,Sushi Connection,"['Food Court', 'Fast Food']",6.0,False,#fdc590,3.699186992,#6f706b
" 143a Raglan Street, Mosman, Sydney",45.0,['Japanese'],-33.8316191,https://www.zomato.com/sydney/sushi-ten-mosman,151.2437098,02 9969 3719,3.4,Average,Mosman,Sushi-Ten,['Fast Food'],22.0,False,#fb8836,4.857723577,#6f706b
" 4/219 Canley Vale Road, Canley Heights, Sydney",40.0,['Vietnamese'],-33.8837639,https://www.zomato.com/sydney/phuong-nam-noodle-house-canley-heights,150.9267669,02 9723 4452,2.9,Average,Canley Heights,Phuong Nam Noodle house,['Casual Dining'],7.0,False,#fdb475,4.471544715,#6f706b
" 168 Victoria Avenue, Chatswood, Sydney",40.0,['Cafe'],-33.793687,https://www.zomato.com/sydney/two-girls-one-coffee-cup-chatswood,151.1920089,02 9413 1168,3.0,Average,Chatswood,Two Girls One Coffee Cup,['Café'],7.0,False,#fdab66,4.471544715,#6f706b
" 40 Ware Street, Fairfield, Sydney",30.0,"['Middle Eastern', 'Iranian']",-33.871662,https://www.zomato.com/sydney/shandeez-restaurant-fairfield,150.9553782,02 9755 5247,2.9,Average,Fairfield,Shandeez Restaurant,['Casual Dining'],12.0,False,#fdb475,3.699186992,#dee82c
" 328 Burwood Road, Belmore, Sydney",55.0,"['Chinese', 'Korean']",-33.9165552,https://www.zomato.com/sydney/bang-lee-hyang-belmore,151.0875782,(02) 9740 6601,3.0,Average,Belmore,Bang Lee Hyang,['Casual Dining'],10.0,False,#fdab66,5.630081301,#f45042
" 38 Railway Parade, Lakemba, Sydney",30.0,['Bangladeshi'],-33.9195939,https://www.zomato.com/sydney/khushboo-lakemba,151.076421,02 9750 6600,2.7,Average,Lakemba,Khushboo,['Casual Dining'],9.0,False,#fdc590,3.699186992,#6f706b
